year,tourney,round,result,opponent,Unret%,<=3 W%,RiP W%,RiP W%.1,SvImpact,1st: Unret%,1st: <=3 W%,RiP W%.2,RiP W%.3,SvImpact1st,D Wide%,A Wide%,BP Wide%,2nd: Unret%,2nd: <=3 W%,2nd: RiP W%,2ndAgg,surface
2016,Brisbane,F,L,Raonic,36.7,41.7,47.2,43.8,37.5,52.9,55.9,47.2,43.8,54.4,53.8,52.4,33.3,16.7,25.0,50.0,37,hard
2016,Brisbane,SF,W,Thiem,46.9,55.1,46.2,50.0,49.0,70.4,77.8,46.2,50.0,74.1,45.5,56.3,,18.2,27.3,44.4,-79,hard
2016,Brisbane,QF,W,Dimitrov,38.6,56.6,64.0,74.1,46.6,49.1,69.8,64.0,74.1,61.7,45.8,48.3,,20.7,34.5,52.2,-29,hard
2015,Tour Finals,F,L,Djokovic,27.1,33.9,48.8,57.1,35.6,28.2,38.5,48.8,57.1,41.0,50.0,57.1,66.7,27.8,27.8,30.8,72,hard
2015,Tour Finals,SF,W,Wawrinka,23.4,39.1,67.4,65.5,33.6,29.3,46.3,67.4,65.5,45.1,61.1,52.2,100.0,15.0,30.0,70.6,25,hard
2015,Tour Finals,RR,W,Berdych,32.6,54.3,66.7,75.0,45.0,42.9,75.0,66.7,75.0,63.2,61.5,60.0,,21.4,28.6,54.5,65,hard
2015,Tour Finals,RR,W,Djokovic,40.7,53.7,56.7,50.0,47.4,50.0,66.7,56.7,50.0,60.0,43.8,60.0,100.0,25.0,31.3,66.7,89,hard
2015,Tour Finals,RR,W,Nishikori,27.7,39.4,46.9,73.3,35.6,41.2,58.8,46.9,73.3,55.9,60.0,53.8,66.7,12.8,17.9,23.5,10,hard
2015,Paris,R16,L,Isner,31.9,42.5,60.3,70.0,40.7,42.9,54.3,60.3,70.0,57.1,55.9,58.3,,15.4,25.6,48.5,35,hard
2015,Paris,R32,W,Seppi,27.5,55.0,71.4,66.7,39.3,30.8,57.7,71.4,66.7,48.8,50.0,64.3,100.0,23.1,53.8,80.0,29,hard
2015,Basel,F,W,Nadal,36.7,56.7,54.5,59.5,49.0,40.3,64.5,54.5,59.5,58.2,53.1,36.7,0.0,30.8,42.3,44.4,29,hard
2015,Basel,SF,W,Sock,35.7,50.0,60.0,77.3,47.3,43.6,61.5,60.0,77.3,60.3,52.6,65.0,100.0,18.8,25.0,30.8,10,hard
2015,Basel,QF,W,Goffin,26.8,46.3,55.4,69.0,37.1,32.6,60.5,55.4,69.0,52.1,66.7,54.5,50.0,22.9,34.3,40.7,76,hard
2015,Basel,R16,W,Kohlschreiber,36.3,53.8,63.3,76.0,46.4,47.9,66.7,63.3,76.0,64.8,60.0,46.4,,20.0,36.7,50.0,16,hard
2015,Basel,R32,W,Kukushkin,35.0,67.5,82.6,81.8,45.0,50.0,86.4,82.6,81.8,68.2,55.6,61.5,0.0,20.0,53.3,83.3,65,hard
2015,Shanghai,R32,L,Ramos,33.8,50.6,66.0,71.0,45.7,43.6,61.8,66.0,71.0,60.4,53.6,44.4,100.0,9.5,23.8,57.9,-18,hard
2015,US Open,F,L,Djokovic,32.1,41.6,46.6,51.9,39.3,40.2,51.7,46.6,51.9,51.5,53.3,61.9,42.9,20.0,26.7,38.9,72,hard
2015,US Open,SF,W,Wawrinka,33.8,50.6,63.3,64.3,41.8,44.0,64.0,63.3,64.3,56.4,70.0,66.7,0.0,16.0,28.0,61.9,33,hard
2015,US Open,QF,W,Gasquet,37.1,58.6,66.7,76.7,49.1,43.4,66.0,66.7,76.7,59.2,61.5,48.1,,20.0,40.0,41.7,76,hard
2015,US Open,R16,W,Isner,47.7,60.4,56.6,56.0,52.0,60.3,71.4,56.6,56.0,67.8,39.4,46.7,25.0,34.9,51.2,57.1,-45,hard
2015,US Open,R32,W,Kohlschreiber,32.5,49.4,51.9,56.3,38.8,37.3,52.9,51.9,56.3,47.5,33.3,45.8,50.0,31.0,51.7,45.0,105,hard
2015,US Open,R64,W,Darcis,42.6,63.9,61.8,70.0,51.6,53.5,79.1,61.8,70.0,66.3,55.6,56.0,0.0,17.6,29.4,50.0,5,hard
2015,US Open,R128,W,Mayer,45.5,60.6,64.5,61.9,54.1,52.3,72.7,64.5,61.9,65.2,47.1,63.0,0.0,41.2,47.1,70.0,232,hard
2015,Cincinnati,F,W,Djokovic,39.3,52.5,68.6,62.5,46.2,54.3,71.4,68.6,62.5,66.3,33.3,30.0,,20.8,29.2,73.7,37,hard
2015,Cincinnati,SF,W,Murray,39.1,53.1,67.6,63.6,43.0,37.1,51.4,67.6,63.6,44.3,53.3,65.0,,44.4,59.3,73.3,25,hard
2015,Cincinnati,QF,W,Lopez,35.8,52.8,64.7,72.7,45.8,40.5,59.5,64.7,72.7,54.9,68.8,52.4,50.0,25.0,37.5,50.0,-79,hard
2015,Wimbledon,F,L,Djokovic,31.2,44.7,52.1,57.9,40.1,39.4,52.1,52.1,57.9,52.8,47.5,51.9,0.0,15.9,31.8,43.2,18,grass
2015,Wimbledon,SF,W,Murray,40.7,58.2,62.3,71.1,52.9,44.9,66.7,62.3,71.1,61.0,44.8,62.5,100.0,28.6,33.3,40.0,-10,grass
2015,Wimbledon,QF,W,Simon,44.0,60.0,56.1,57.7,52.4,52.7,69.1,56.1,57.7,64.2,55.6,46.4,100.0,21.1,36.8,53.3,-3,grass
2015,Wimbledon,R32,W,Groth,47.2,62.0,66.1,75.9,55.1,57.4,73.5,66.1,75.9,69.9,51.6,51.4,,30.8,43.6,55.6,-41,grass
2015,Wimbledon,R64,W,Querrey,31.2,54.5,62.7,64.3,40.6,40.4,63.8,62.7,64.3,56.0,40.0,51.9,0.0,17.9,42.9,60.9,22,grass
2015,Wimbledon,R128,W,Dzumhur,48.4,54.7,63.6,66.7,52.7,57.1,64.3,63.6,66.7,63.6,57.1,42.9,,31.8,36.4,60.0,-79,grass
2015,Halle,F,W,Seppi,35.6,52.1,57.4,65.5,45.1,45.3,62.3,57.4,65.5,58.3,56.5,56.7,66.7,10.0,25.0,44.4,-79,grass
2015,Halle,SF,W,Karlovic,42.3,57.7,62.2,71.0,53.2,46.6,65.5,62.2,71.0,61.2,40.9,61.1,100.0,30.0,35.0,42.9,-79,grass
2015,Roland Garros,QF,L,Wawrinka,28.6,37.5,48.8,48.8,34.6,38.6,45.7,48.8,48.8,48.1,40.0,55.0,60.0,11.9,23.8,48.6,-79,clay
2015,Roland Garros,R16,W,Monfils,36.0,48.0,54.0,54.3,41.7,42.6,57.4,54.0,54.3,52.0,28.6,63.6,100.0,26.3,34.2,53.6,-40,clay
2015,Roland Garros,R32,W,Dzumhur,22.0,36.6,59.7,56.8,32.3,28.8,50.0,59.7,56.8,45.2,39.1,48.3,0.0,10.7,14.3,64.0,-27,clay
2015,Rome,F,L,Djokovic,27.4,41.9,47.7,56.0,38.7,39.0,58.5,47.7,56.0,56.1,56.3,72.0,100.0,5.0,10.0,36.8,-66,clay
2015,Rome,SF,W,Wawrinka,37.5,52.1,62.1,63.2,50.0,45.7,62.9,62.1,63.2,62.9,41.2,50.0,100.0,16.7,25.0,60.0,37,clay
2015,Rome,QF,W,Berdych,31.3,54.2,60.6,76.5,40.6,41.4,72.4,60.6,76.5,56.9,50.0,53.3,0.0,15.8,26.3,43.8,-79,clay
2015,Rome,R16,W,Anderson,33.9,45.8,52.6,52.9,38.5,51.4,60.0,52.6,52.9,59.1,29.4,27.8,,8.7,26.1,52.4,-26,clay
2015,Madrid,R32,L,Kyrgios,31.8,49.6,54.0,62.8,39.3,41.9,64.9,54.0,62.8,55.0,58.1,55.8,0.0,18.5,29.6,45.5,-52,clay
2015,Istanbul,F,W,Cuevas,31.9,51.4,59.6,59.4,41.9,38.5,61.5,59.6,59.4,52.3,26.3,60.6,0.0,16.7,27.8,60.0,47,hard
2015,Istanbul,SF,W,Schwartzman,31.3,44.6,55.4,65.5,39.2,35.6,51.1,55.4,65.5,50.0,50.0,60.9,,27.0,37.8,44.4,-39,hard
2015,Monte Carlo,R16,L,Monfils,20.7,33.3,48.5,53.1,28.2,31.9,46.8,48.5,53.1,45.7,52.4,57.7,66.7,7.7,17.9,44.4,-41,clay
2015,Indian Wells,F,L,Djokovic,24.5,38.8,45.1,54.3,30.4,38.6,52.6,45.1,54.3,48.8,48.4,53.8,83.3,5.3,21.1,36.1,-64,hard
2015,Indian Wells,SF,W,Raonic,31.7,44.4,62.8,66.7,37.5,35.7,50.0,62.8,66.7,44.3,26.1,52.6,0.0,23.8,33.3,56.3,-79,hard
2015,Indian Wells,QF,W,Berdych,30.0,50.0,74.1,82.4,41.8,34.6,61.5,74.1,82.4,52.7,41.7,64.3,,23.1,30.8,60.0,29,hard
2015,Indian Wells,R16,W,Sock,37.2,58.1,74.1,73.3,44.4,46.4,64.3,74.1,73.3,57.5,21.4,28.6,,20.0,46.7,75.0,-79,hard
2015,Indian Wells,R64,W,Schwartzman,46.8,63.8,58.3,60.0,52.3,56.5,73.9,58.3,60.0,67.8,62.5,60.0,,39.1,56.5,57.1,-16,hard
2015,Dubai,F,W,Djokovic,36.7,49.4,46.9,54.2,44.1,53.8,69.2,46.9,54.2,65.0,66.7,35.5,25.0,3.8,11.5,40.0,-77,hard
2015,Dubai,SF,W,Coric,34.7,38.8,44.8,50.0,40.4,43.8,50.0,44.8,50.0,52.5,35.7,44.4,33.3,21.4,21.4,36.4,76,hard
2015,Dubai,R16,W,Verdasco,42.5,62.5,60.9,66.7,51.2,57.1,82.1,60.9,66.7,69.6,40.0,38.5,0.0,8.3,16.7,54.5,-79,hard
2015,Australian Open,R32,L,Seppi,35.5,48.6,55.0,59.0,41.7,52.4,65.9,55.0,59.0,62.8,50.0,45.2,33.3,12.8,27.7,51.2,0,hard
2015,Australian Open,R64,W,Bolelli,46.7,62.0,55.1,51.9,52.3,56.5,71.0,55.1,51.9,64.7,53.6,52.9,,26.7,43.3,59.1,-79,hard
2015,Australian Open,R128,W,Lu,30.1,57.8,72.2,75.0,43.1,42.9,75.0,72.2,75.0,62.1,60.9,60.6,66.7,4.3,26.1,68.2,-76,hard
2015,Brisbane,F,W,Raonic,44.0,53.0,46.4,55.2,50.0,54.7,64.1,46.4,55.2,64.1,50.0,61.1,50.0,25.0,33.3,37.0,-79,hard
2014,Davis Cup,RR,W,Gasquet,31.9,56.5,70.2,76.7,45.7,38.8,65.3,70.2,76.7,58.2,46.2,39.1,,15.0,35.0,58.8,-79,hard
2014,Tour Finals,SF,W,Wawrinka,34.3,42.6,46.5,51.5,39.6,42.1,56.1,46.5,51.5,52.3,54.2,48.5,100.0,25.5,27.5,42.1,-79,hard
2014,Tour Finals,RR,W,Murray,22.2,41.7,74.1,100.0,35.6,14.3,57.1,74.1,100.0,48.6,57.1,28.6,,28.6,33.3,53.3,-10,hard
2014,Tour Finals,RR,W,Raonic,36.0,48.0,54.3,58.3,42.3,41.5,58.5,54.3,58.3,52.9,47.4,45.5,50.0,31.3,37.5,50.0,10,hard
2014,Paris,QF,L,Raonic,40.6,52.2,60.0,77.3,48.1,48.8,67.4,60.0,77.3,60.9,65.0,60.9,,28.0,28.0,38.9,-21,hard
2014,Basel,F,W,Goffin,45.9,64.9,78.9,63.6,55.9,50.0,72.7,78.9,63.6,66.8,58.3,40.0,,42.9,57.1,100.0,22,hard
2014,Basel,QF,W,Dimitrov,40.0,52.3,60.5,62.5,46.6,56.8,70.3,60.5,62.5,68.4,45.0,64.7,100.0,18.5,29.6,59.1,-25,hard
2014,Shanghai,F,W,Simon,35.2,50.7,63.0,59.3,44.8,46.0,66.0,63.0,59.3,59.6,33.3,55.2,,9.5,14.3,68.4,-79,hard
2014,Shanghai,SF,W,Djokovic,25.0,37.5,56.6,54.3,33.3,31.4,43.1,56.6,54.3,43.1,38.1,53.3,,10.0,25.0,61.1,-13,hard
2014,Davis Cup,RR,W,Fognini,37.5,50.0,60.3,62.9,43.3,39.7,56.9,60.3,62.9,49.3,50.0,52.9,25.0,36.1,41.7,56.5,1,hard
2014,US Open,SF,L,Cilic,32.1,36.9,43.6,46.7,37.5,41.2,47.1,43.6,46.7,50.0,43.5,46.4,,19.4,22.6,40.0,-32,hard
2014,US Open,QF,W,Monfils,29.8,44.4,54.8,63.6,38.7,35.3,54.1,54.8,63.6,51.1,53.8,47.8,33.3,23.4,32.8,44.9,-56,hard
2014,US Open,R128,W,Matosevic,43.7,60.9,62.5,77.4,52.6,48.3,68.3,62.5,77.4,61.3,52.0,37.1,0.0,34.6,46.2,35.3,-23,hard
2014,Cincinnati,F,W,Ferrer,36.5,52.7,48.9,56.0,45.3,45.7,60.9,48.9,56.0,59.8,33.3,52.0,0.0,23.1,42.3,40.0,29,hard
2014,Cincinnati,SF,W,Raonic,38.5,57.7,59.4,73.3,48.7,54.5,75.8,59.4,73.3,70.6,14.3,47.4,0.0,10.5,26.3,47.1,-79,hard
2014,Cincinnati,QF,W,Murray,31.7,46.0,50.0,50.0,39.2,43.6,61.5,50.0,50.0,55.6,66.7,42.9,33.3,14.3,23.8,50.0,19,hard
2014,Canada,F,L,Tsonga,29.0,47.0,50.7,53.7,39.5,36.9,60.0,50.7,53.7,53.1,43.3,54.3,40.0,16.1,25.8,46.2,39,hard
2014,Canada,SF,W,Lopez,41.5,54.7,63.3,71.4,47.5,51.7,65.5,63.3,71.4,62.8,45.5,61.1,,30.4,43.5,56.3,-16,hard
2014,Canada,R32,W,Polansky,37.2,48.8,52.0,64.3,43.5,51.7,62.1,52.0,64.3,61.0,57.1,40.0,,8.3,25.0,36.4,-39,hard
2014,Wimbledon,F,L,Djokovic,34.9,46.9,50.8,58.1,43.2,44.4,60.2,50.8,58.1,56.3,58.3,49.3,14.3,14.8,18.5,39.1,31,grass
2014,Wimbledon,SF,W,Raonic,38.8,55.0,62.5,66.7,47.4,42.3,59.6,62.5,66.7,55.6,34.8,48.3,100.0,33.3,48.1,55.6,-25,grass
2014,Wimbledon,QF,W,Wawrinka,36.1,53.8,62.7,66.7,48.4,37.7,58.4,62.7,66.7,56.6,37.1,57.1,0.0,34.1,46.3,55.6,-43,grass
2014,Halle,F,W,Falla,33.3,53.3,62.5,70.4,43.6,42.6,70.2,62.5,70.4,58.9,40.9,60.0,50.0,19.2,26.9,52.4,29,grass
2014,Roland Garros,R16,L,Gulbis,26.7,41.0,49.6,54.9,34.2,29.7,46.5,49.6,54.9,41.7,46.8,63.0,40.0,22.8,33.3,40.9,-3,clay
2014,Roland Garros,R64,W,Schwartzman,37.0,48.1,59.2,66.7,42.8,47.1,60.8,59.2,66.7,56.3,40.9,48.3,0.0,21.4,28.6,50.0,22,clay
2014,Rome,R32,L,Chardy,35.6,49.5,43.8,45.2,42.4,40.8,54.9,43.8,45.2,50.4,40.6,59.0,75.0,26.7,40.0,40.9,-30,clay
2014,Monte Carlo,F,L,Wawrinka,20.4,35.0,55.6,65.4,32.1,23.5,39.7,55.6,65.4,41.3,51.6,56.8,75.0,14.7,26.5,37.9,-36,clay
2014,Monte Carlo,SF,W,Djokovic,26.3,42.1,68.3,75.0,37.4,30.0,52.5,68.3,75.0,45.8,35.3,21.7,0.0,18.8,18.8,53.8,10,clay
2014,Miami,QF,L,Nishikori,28.4,35.2,46.7,51.7,33.3,38.3,48.9,46.7,51.7,47.4,31.3,45.2,25.0,18.4,21.1,41.9,32,hard
2014,Miami,R32,W,De,55.8,69.8,66.7,63.6,62.1,57.7,69.2,66.7,63.6,68.1,40.0,25.0,,56.3,75.0,71.4,10,hard
2014,Indian Wells,F,L,Djokovic,25.7,39.6,56.3,53.7,34.2,35.9,53.1,56.3,53.7,49.2,44.4,48.6,50.0,9.1,18.2,60.0,-29,hard
2014,Indian Wells,SF,W,Dolgopolov,51.2,60.5,55.0,46.7,56.0,51.6,61.3,55.0,46.7,58.4,46.7,68.8,,54.5,63.6,80.0,47,hard
2014,Indian Wells,R16,W,Haas,24.2,41.9,60.9,74.1,34.2,32.5,57.5,60.9,74.1,48.0,53.3,48.0,33.3,9.5,14.3,42.1,-18,hard
2014,Dubai,F,W,Berdych,34.5,44.0,48.1,68.2,38.8,48.8,62.8,48.1,68.2,57.2,76.5,30.8,66.7,20.0,25.0,34.4,-42,hard
2014,Dubai,SF,W,Djokovic,36.4,46.8,48.9,52.2,39.6,47.7,59.1,48.9,52.2,53.4,36.0,15.8,0.0,22.6,32.3,45.8,-79,hard
2014,Australian Open,SF,L,Nadal,22.9,38.1,48.8,52.9,31.3,27.1,45.7,48.8,52.9,39.9,55.3,34.4,33.3,14.7,23.5,41.4,-36,hard
2014,Australian Open,QF,W,Murray,31.1,45.1,60.2,64.7,42.0,34.6,56.4,60.2,64.7,51.7,63.6,55.6,0.0,25.6,25.6,53.1,-79,hard
2014,Australian Open,R16,W,Tsonga,31.0,48.8,71.9,79.3,43.6,39.6,68.8,71.9,79.3,61.7,57.1,66.7,,20.0,22.9,64.3,-37,hard
2014,Australian Open,R128,W,Duckworth,38.5,55.1,67.4,78.3,47.8,52.1,75.0,67.4,78.3,67.3,37.5,62.5,0.0,20.0,28.0,55.0,65,hard
2014,Brisbane,F,L,Hewitt,43.0,50.0,31.3,40.0,46.7,52.8,60.4,31.3,40.0,58.9,51.9,53.8,25.0,28.1,34.4,21.7,-33,hard
2014,Brisbane,QF,W,Matosevic,39.0,51.2,58.3,66.7,44.1,40.0,52.0,58.3,66.7,48.4,50.0,27.3,0.0,40.0,53.3,44.4,16,hard
2014,Brisbane,R16,W,Nieminen,39.3,58.9,54.5,58.8,45.5,48.5,69.7,54.5,58.8,59.1,43.8,58.8,,27.3,45.5,50.0,-79,hard
2013,Tour Finals,SF,L,Nadal,32.2,42.4,41.0,47.8,37.5,41.0,53.8,41.0,47.8,49.0,33.3,50.0,0.0,15.8,21.1,31.3,-3,hard
2013,Tour Finals,RR,W,Gasquet,21.9,35.9,57.1,58.3,29.2,25.0,39.6,57.1,58.3,34.8,27.3,53.8,75.0,13.3,26.7,53.8,16,hard
2013,Tour Finals,RR,L,Djokovic,24.3,35.9,47.9,50.0,30.6,34.5,47.3,47.9,50.0,46.4,47.6,52.9,33.3,14.0,25.6,45.9,19,hard
2013,Tour Finals,RR,W,del,31.6,49.0,56.1,65.8,40.0,40.6,62.5,56.1,65.8,53.4,40.0,61.5,25.0,15.2,24.2,42.9,-35,hard
2013,Paris,SF,L,Djokovic,22.5,29.2,49.2,54.8,28.0,28.8,37.3,49.2,54.8,37.1,63.3,62.1,66.7,11.5,15.4,39.1,-8,hard
2013,Paris,QF,W,del,29.0,46.4,67.3,75.0,40.6,31.9,53.2,67.3,75.0,48.9,27.3,52.0,66.7,22.7,31.8,52.9,-79,hard
2013,Basel,F,L,del,33.7,47.5,50.0,52.8,40.8,44.6,63.1,50.0,52.8,55.7,40.6,51.5,0.0,15.6,21.9,44.4,31,hard
2013,Basel,QF,W,Dimitrov,20.6,38.2,68.0,77.8,30.1,30.8,48.7,68.0,77.8,47.4,52.9,45.5,60.0,8.0,28.0,56.5,-42,hard
2013,Shanghai,R16,L,Monfils,25.5,46.1,55.4,59.6,36.9,28.8,50.7,55.4,59.6,44.7,47.2,40.5,16.7,18.5,37.0,45.5,25,hard
2013,Shanghai,R32,W,Seppi,31.3,47.8,52.3,59.1,38.4,43.6,61.5,52.3,59.1,55.6,55.6,57.1,100.0,15.4,30.8,45.5,29,hard
2013,US Open,R16,L,Robredo,29.1,40.7,47.5,54.8,36.2,40.4,50.0,47.5,54.8,52.1,51.7,65.2,50.0,11.8,26.5,40.0,-79,hard
2013,US Open,R128,W,Zemlja,36.3,51.2,67.3,69.6,44.4,51.1,66.0,67.3,69.6,64.9,30.4,41.7,50.0,16.1,32.3,65.4,13,hard
2013,Cincinnati,QF,L,Nadal,24.5,44.1,54.5,53.3,34.2,29.7,53.1,54.5,53.3,45.2,60.6,58.1,66.7,15.8,28.9,56.3,-79,hard
2013,Hamburg,SF,L,Delbonis,22.7,30.9,60.3,64.7,30.0,38.2,50.9,60.3,64.7,51.1,40.9,33.3,33.3,2.5,5.0,56.4,-92,clay
2013,Wimbledon,R64,L,Stakhovsky,33.5,50.0,59.6,65.2,43.7,42.1,59.6,59.6,65.2,56.1,39.2,52.4,50.0,11.6,25.6,50.0,-45,grass
2013,Halle,F,W,Youzhny,35.1,51.5,62.9,63.9,43.2,43.8,60.9,62.9,63.9,56.1,48.3,42.9,0.0,18.8,34.4,61.5,-33,grass
2013,Halle,QF,W,Zverev,27.3,51.5,69.6,68.8,38.2,20.0,50.0,69.6,68.8,38.0,36.4,44.4,,41.7,58.3,71.4,37,grass
2013,Roland Garros,QF,L,Tsonga,11.0,31.0,48.8,52.5,22.9,14.1,40.8,48.8,52.5,30.8,28.1,56.4,88.9,3.8,7.7,40.0,-80,clay
2013,Rome,F,L,Nadal,15.1,26.4,35.6,41.7,23.0,22.6,41.9,35.6,41.7,36.1,56.3,46.7,0.0,4.5,4.5,28.6,-79,clay
2013,Rome,SF,W,Paire,25.7,39.2,57.7,66.7,31.2,33.3,48.9,57.7,66.7,42.4,50.0,59.3,33.3,15.4,26.9,45.5,34,clay
2013,Rome,QF,W,Janowicz,36.4,50.0,57.1,53.3,43.3,40.0,56.0,57.1,53.3,49.2,42.1,51.6,50.0,25.0,31.3,66.7,-79,clay
2013,Madrid,R16,L,Nishikori,47.7,60.0,44.1,42.1,52.5,55.8,67.4,44.1,42.1,63.0,41.2,50.0,50.0,31.8,45.5,46.7,-79,clay
2013,Indian Wells,QF,L,Nadal,22.7,33.3,36.2,47.1,29.7,29.2,43.8,36.2,47.1,40.2,72.7,38.5,20.0,11.1,14.8,20.8,-79,hard
2013,Dubai,R32,W,Jaziri,51.5,63.6,55.2,50.0,56.4,66.7,77.8,55.2,50.0,75.6,50.0,27.8,,37.0,51.9,58.8,72,hard
2013,Rotterdam,R16,W,De,38.3,51.7,60.6,78.6,44.5,57.6,72.7,60.6,78.6,68.8,53.3,61.1,100.0,17.4,30.4,47.4,51,hard
2013,Australian Open,SF,L,Murray,24.6,35.1,49.6,62.2,32.1,30.2,44.3,49.6,62.2,42.4,52.0,51.8,50.0,15.9,20.6,32.1,-33,hard
2013,Australian Open,QF,W,Tsonga,21.5,40.5,62.0,70.7,33.2,22.7,48.5,62.0,70.7,41.8,46.5,46.3,33.3,20.7,29.3,47.8,-5,hard
2013,Australian Open,R16,W,Raonic,35.9,50.0,77.6,80.0,44.2,50.0,64.0,77.6,80.0,63.0,41.7,38.5,,11.1,25.9,75.0,-25,hard
2012,Tour Finals,F,L,Djokovic,23.7,36.6,46.4,42.1,30.0,33.3,45.6,46.4,42.1,43.7,36.0,43.8,0.0,8.8,23.5,51.6,-26,hard
2012,Tour Finals,SF,W,Murray,32.2,52.5,62.5,76.2,44.9,34.4,62.5,62.5,76.2,57.8,43.8,56.3,0.0,29.6,40.7,47.4,-79,hard
2012,Tour Finals,RR,W,Tipsarevic,51.2,58.5,63.2,80.0,55.1,76.2,85.7,63.2,80.0,83.8,70.0,45.5,,26.3,31.6,57.1,-3,hard
2012,Basel,F,L,del,36.0,52.3,57.1,57.1,44.1,44.0,61.3,57.1,57.1,55.9,41.7,64.1,,20.0,34.3,57.1,-37,hard
2012,Shanghai,SF,L,Murray,23.8,35.0,42.9,50.0,30.1,31.9,51.1,42.9,50.0,42.8,56.5,41.7,42.9,14.3,14.3,33.3,15,hard
2012,Shanghai,QF,W,Cilic,35.5,43.5,42.1,40.0,41.6,40.5,50.0,42.1,40.0,49.5,61.1,41.7,25.0,27.8,33.3,46.2,72,hard
2012,Shanghai,R16,W,Wawrinka,32.6,44.2,50.9,50.0,38.1,33.3,44.4,50.9,50.0,42.2,47.8,22.6,0.0,32.3,45.2,52.4,-32,hard
2012,US Open,QF,L,Berdych,28.7,44.3,48.1,55.3,36.8,35.6,56.2,48.1,55.3,48.4,62.5,56.1,50.0,17.9,25.6,37.5,29,hard
2012,US Open,R64,W,Phau,32.9,47.4,61.2,64.5,43.6,41.5,58.5,61.2,64.5,56.8,60.9,46.7,100.0,14.3,23.8,55.6,-10,hard
2012,Cincinnati,F,W,Djokovic,33.9,44.6,63.9,64.7,38.4,48.5,63.6,63.9,64.7,56.1,76.9,30.0,,13.6,18.2,63.2,-13,hard
2012,Cincinnati,SF,W,Wawrinka,25.0,42.6,73.9,76.0,36.0,30.6,55.6,73.9,76.0,51.4,53.8,30.4,0.0,22.2,33.3,71.4,88,hard
2012,London Olympics,F,L,Murray,24.4,38.5,41.4,47.1,30.9,33.3,51.0,41.4,47.1,43.3,50.0,48.0,60.0,7.7,15.4,33.3,-37,grass
2012,London Olympics,SF,W,del,40.2,52.9,52.0,46.3,46.6,53.8,67.5,52.0,46.3,63.2,29.6,63.5,66.7,12.7,23.6,58.3,-26,grass
2012,London Olympics,QF,W,Isner,28.8,47.9,62.7,65.5,37.4,37.0,56.5,62.7,65.5,50.7,53.8,39.4,0.0,15.4,34.6,59.1,-23,grass
2012,London Olympics,R16,W,Istomin,32.4,50.0,56.5,60.0,43.4,38.8,57.1,56.5,60.0,54.1,47.8,38.5,25.0,15.8,31.6,50.0,-79,grass
2012,London Olympics,R32,W,Benneteau,40.4,61.7,53.6,64.7,50.0,45.2,74.2,53.6,64.7,59.7,56.3,46.7,,31.3,37.5,36.4,-79,grass
2012,London Olympics,R64,W,Falla,32.2,42.5,48.3,55.9,37.9,37.0,44.4,48.3,55.9,46.3,55.0,52.9,66.7,25.0,40.6,37.5,-33,grass
2012,Wimbledon,F,W,Murray,22.1,39.7,59.6,66.2,33.9,27.8,50.0,59.6,66.2,44.9,57.8,46.7,50.0,10.5,18.4,47.1,-11,grass
2012,Wimbledon,SF,W,Djokovic,43.6,54.5,54.4,48.4,50.4,52.3,66.2,54.4,48.4,62.9,41.4,41.7,0.0,27.8,33.3,61.5,-79,grass
2012,Wimbledon,QF,W,Youzhny,30.3,48.5,63.0,79.2,37.3,41.5,61.0,63.0,79.2,52.7,63.2,54.5,0.0,12.0,28.0,45.5,-79,grass
2012,Halle,F,L,Haas,28.6,41.7,49.1,56.8,37.5,36.2,51.7,49.1,56.8,49.1,38.5,65.6,100.0,13.0,21.7,35.0,9,grass
2012,Roland Garros,SF,L,Djokovic,24.4,31.4,37.1,35.3,27.0,30.6,34.7,37.1,35.3,35.1,50.0,52.0,66.7,17.6,29.4,39.3,44,clay
2012,Roland Garros,QF,W,del,23.2,37.0,55.2,56.1,30.1,29.6,44.4,55.2,56.1,41.5,50.0,46.8,50.0,14.3,26.8,54.2,-53,clay
2012,Rome,SF,L,Djokovic,26.2,36.9,50.0,61.1,32.8,43.8,59.4,50.0,61.1,57.2,60.0,58.8,33.3,9.1,15.2,43.3,-79,clay
2012,Rome,R32,W,Berlocq,22.2,46.3,66.7,76.0,31.9,26.5,50.0,66.7,76.0,41.8,38.5,66.7,100.0,15.0,40.0,52.9,-79,clay
2012,Madrid,F,W,Berdych,39.4,50.0,41.0,50.0,46.5,50.0,64.7,41.0,50.0,60.9,36.4,60.0,75.0,20.6,23.5,29.6,5,clay
2012,Madrid,SF,W,Tipsarevic,39.2,54.9,67.9,57.1,47.8,41.7,52.8,67.9,57.1,53.9,47.1,63.2,0.0,41.7,75.0,100.0,224,clay
2012,Madrid,QF,W,Ferrer,47.8,60.9,75.0,68.8,57.4,55.6,66.7,75.0,68.8,67.8,50.0,50.0,,20.0,40.0,87.5,-79,clay
2012,Madrid,R16,W,Gasquet,40.7,57.4,53.1,72.2,49.8,51.4,64.9,53.1,72.2,64.6,60.0,54.5,0.0,17.6,41.2,28.6,-79,clay
2012,Miami,R32,L,Roddick,34.7,50.7,62.5,66.7,41.6,52.3,70.5,62.5,66.7,64.1,42.1,60.0,,10.0,23.3,59.3,-30,hard
