year,tourney,round,opponent,overall: Unret%,overall: <=3 W%,overall: RiP W%,overall: SvImpact,1st: Unret%,1st: <=3 W%,1st: RiP W%,1st: SvImpact,1st: D Wide%,1st: A Wide%,1st: A BP Wide%,2nd: Unret%,2nd: <=3 W%,2nd: RiP W%,2ndAgg,surface_clay,surface_grass,surface_hard,result_W
2017,Indian Wells,R64,Pella,22.2,35.2,53.7,30.9,28.6,48.6,56.0,42.0,43.8,63.2,50.0,11.1,11.1,50.0,-2,False,False,True,True
2017,Acapulco,F,Querrey,24.6,34.4,61.4,34.6,26.2,38.1,61.3,40.7,15.8,17.4,50.0,23.5,29.4,61.5,80,False,False,True,False
2017,Acapulco,SF,Cilic,24.6,38.6,55.8,30.9,30.0,45.0,53.6,39.0,31.3,50.0,60.0,11.8,23.5,60.0,-79,False,False,True,True
2017,Acapulco,QF,Nishioka,20.0,35.7,63.5,30.9,26.2,45.2,74.2,44.3,63.2,52.2,66.7,12.5,25.0,47.6,0,False,False,True,True
2017,Acapulco,R16,Lorenzi,40.0,57.1,70.0,47.1,38.5,57.7,62.5,48.1,45.5,66.7,60.80416666666667,50.0,62.5,100.0,89,False,False,True,True
2017,Acapulco,R32,Zverev,32.3,46.8,64.1,41.0,39.1,52.2,64.3,50.9,55.0,34.6,0.0,15.4,38.5,63.6,19,False,False,True,True
2017,Australian Open,F,Federer,22.5,31.8,50.9,27.6,25.5,37.3,50.0,32.5,12.2,54.1,46.2,15.8,18.4,53.1,32,False,False,True,False
2017,Australian Open,SF,Dimitrov,22.3,31.0,56.4,30.0,25.2,35.6,58.4,35.7,22.8,56.4,71.4,15.2,19.6,51.3,14,False,False,True,True
2017,Australian Open,QF,Raonic,28.6,41.0,67.6,37.2,31.6,46.1,75.0,43.6,46.9,56.8,66.7,24.0,32.0,47.4,109,False,False,True,True
2017,Australian Open,R32,Zverev,30.7,40.0,59.0,36.2,35.4,46.9,57.5,42.7,32.0,28.6,40.0,18.2,21.2,63.0,60,False,False,True,True
2017,Australian Open,R128,Mayer,21.1,39.5,74.6,32.8,20.8,45.3,71.4,37.5,58.3,24.1,60.80416666666667,22.7,27.3,82.4,-13,False,False,True,True
2016,US Open,R16,Pouille,12.7,26.0,59.1,21.5,17.8,37.8,64.9,32.4,8.8,57.1,75.0,5.4,8.9,50.9,-63,False,False,True,False
2016,Rio Olympics,BR,Nishikori,27.4,36.8,40.8,32.6,29.6,42.0,43.9,36.5,24.4,42.5,50.0,20.8,20.8,31.6,-19,False,False,True,False
2016,Rio Olympics,SF,del,20.4,33.0,60.5,27.2,20.5,31.5,60.3,30.1,11.8,56.4,50.0,20.7,37.9,60.9,-29,False,False,True,False
2016,Rome,QF,Djokovic,19.6,23.9,52.1,24.5,22.4,26.3,47.5,28.3,37.5,61.4,66.7,6.7,13.3,71.4,-49,True,False,False,False
2016,Rome,R16,Kyrgios,25.8,37.6,60.0,33.8,29.5,42.3,58.2,39.0,25.7,39.5,66.7,9.1,18.2,70.0,-45,True,False,False,True
2016,Madrid,SF,Murray,9.7,22.6,51.8,18.1,10.0,26.0,57.8,20.4,64.0,48.0,0.0,8.3,8.3,27.3,-79,True,False,False,False
2016,Madrid,QF,Sousa,23.3,39.7,62.5,29.7,27.3,40.0,62.5,35.8,46.4,33.3,0.0,11.1,38.9,62.5,-79,True,False,False,True
2016,Barcelona,F,Nishikori,27.4,35.7,41.7,33.7,25.8,37.1,45.7,34.4,35.7,47.1,44.4,33.3,33.3,28.6,-10,True,False,False,True
2016,Monte Carlo,F,Monfils,12.6,18.9,54.4,16.4,16.2,25.0,63.2,21.5,16.1,62.2,37.5,4.3,4.3,31.8,-77,True,False,False,True
2016,Monte Carlo,SF,Murray,10.0,15.6,59.5,17.4,9.0,16.4,60.7,19.0,20.0,40.6,57.1,14.3,14.3,55.6,25,True,False,False,True
2016,Monte Carlo,R16,Thiem,16.5,20.3,55.4,20.8,22.8,26.3,54.5,28.8,20.0,68.8,75.0,0.0,4.8,57.1,-118,True,False,False,True
2016,Monte Carlo,R32,Bedene,11.3,17.0,60.0,17.7,13.9,19.4,61.3,23.3,21.1,64.7,100.0,6.7,13.3,57.1,-53,True,False,False,True
2016,Indian Wells,SF,Djokovic,22.6,31.2,41.7,27.0,22.7,32.0,41.4,28.1,28.1,27.9,37.5,22.2,27.8,42.9,-79,False,False,True,False
2016,Buenos Aires,SF,Thiem,16.8,31.8,58.1,28.5,20.0,37.3,63.3,36.7,8.1,68.4,100.0,10.3,20.7,46.2,-15,True,False,False,False
2016,Australian Open,R128,Verdasco,31.8,42.9,47.3,38.9,38.0,52.8,50.7,49.3,25.0,26.5,45.5,23.2,28.6,41.9,67,False,False,True,False
2016,Doha,F,Djokovic,14.0,20.9,38.9,19.1,18.5,25.9,36.4,26.7,58.3,33.3,75.0,6.7,13.3,42.9,-49,False,False,True,False
2016,Doha,SF,Marchenko,34.0,47.2,65.7,42.8,40.5,59.5,81.8,53.2,33.3,59.1,100.0,18.8,18.8,38.5,-79,False,False,True,True
2016,Doha,R16,Haase,24.5,39.6,68.4,35.5,25.6,46.2,69.0,40.5,23.5,50.0,50.0,25.0,25.0,66.7,118,False,False,True,True
2015,Tour Finals,SF,Djokovic,18.9,26.4,47.6,23.8,18.4,28.9,45.2,25.3,20.0,17.4,0.0,21.4,21.4,54.5,-79,False,False,True,False
2015,Tour Finals,RR,Wawrinka,21.6,35.3,59.0,29.8,22.6,41.9,66.7,36.1,33.3,26.3,50.0,21.1,26.3,46.7,-3,False,False,True,True
2015,Tour Finals,RR,Murray,17.0,24.5,56.8,21.1,21.4,28.6,59.1,29.3,33.3,12.5,60.80416666666667,12.0,20.0,54.5,-79,False,False,True,True
2015,Paris,R16,Anderson,30.2,40.6,65.6,37.3,37.3,52.2,71.4,47.5,48.1,45.0,50.0,15.4,15.4,54.5,34,False,False,True,True
2015,Basel,F,Federer,18.9,33.3,58.6,25.9,22.6,37.1,54.2,32.7,7.4,25.7,60.0,12.0,28.0,68.2,0,False,False,True,False
2015,Basel,SF,Gasquet,14.6,25.6,62.7,23.3,18.3,30.0,65.3,30.2,32.0,62.9,83.3,5.3,15.8,55.6,-68,False,False,True,True
2015,Basel,R16,Dimitrov,22.8,30.4,59.3,27.5,32.1,41.5,58.3,39.1,12.0,53.6,50.0,4.2,8.3,60.9,-76,False,False,True,True
2015,Shanghai,SF,Tsonga,22.5,31.5,55.9,29.8,22.1,32.4,62.3,31.6,27.6,51.3,83.3,25.0,30.0,33.3,-7,False,False,True,False
2015,Shanghai,QF,Wawrinka,26.4,34.0,59.5,30.4,33.3,41.0,65.4,38.7,5.9,54.5,100.0,8.3,16.7,45.5,-39,False,False,True,True
2015,Beijing,F,Djokovic,22.9,22.9,36.1,24.2,29.4,29.4,37.5,31.2,31.3,33.3,33.3,7.7,7.7,33.3,-39,False,False,True,False
2015,US Open,R32,Fognini,22.3,33.1,46.2,28.7,29.8,43.6,54.5,39.3,15.8,55.4,50.0,7.0,11.6,32.5,-45,False,False,True,False
2015,US Open,R64,Schwartzman,37.5,43.8,50.9,42.5,43.1,52.3,56.8,50.5,21.9,33.3,25.0,28.6,28.6,40.0,67,False,False,True,True
2015,Hamburg,F,Fognini,12.0,15.0,50.6,15.9,11.3,15.0,50.7,16.1,2.9,75.6,84.6,17.6,17.6,50.0,47,True,False,False,True
2015,Wimbledon,R64,Brown,41.5,43.8,37.0,45.5,45.7,47.8,44.0,51.3,29.5,37.5,25.0,34.3,37.1,21.7,40,False,True,False,False
2015,Stuttgart,F,Troicki,47.7,55.4,66.7,52.8,57.1,63.3,66.7,63.9,47.4,50.0,100.0,25.0,41.7,66.7,88,False,True,False,True
2015,Roland Garros,QF,Djokovic,20.4,23.7,38.4,23.3,25.0,30.0,46.7,29.5,19.2,35.3,36.4,12.5,12.5,25.0,-33,True,False,False,False
2015,Rome,R16,Isner,31.4,37.3,75.0,37.8,32.5,40.0,81.5,40.8,5.9,60.9,60.80416666666667,37.5,37.5,40.0,182,True,False,False,True
2015,Madrid,F,Murray,17.0,19.1,55.3,21.9,17.6,20.6,60.7,24.4,23.5,47.1,33.3,16.7,16.7,40.0,37,True,False,False,False
2015,Madrid,SF,Berdych,25.5,50.9,75.6,36.7,32.4,59.5,80.0,49.2,46.2,62.5,60.80416666666667,11.1,33.3,68.8,-79,True,False,False,True
2015,Barcelona,R16,Fognini,14.1,23.9,49.2,22.5,13.7,25.5,52.3,25.5,15.0,74.2,66.7,15.0,20.0,41.2,-79,True,False,False,False
2015,Monte Carlo,SF,Djokovic,15.2,25.8,49.1,22.3,18.6,34.9,48.6,29.5,12.5,29.6,37.5,10.0,10.0,50.0,-22,True,False,False,False
2015,Monte Carlo,QF,Ferrer,15.2,24.2,52.4,23.3,13.7,26.0,54.0,24.8,6.5,71.4,83.3,20.8,20.8,47.4,37,True,False,False,True
2015,Indian Wells,QF,Raonic,33.0,41.7,64.7,40.3,40.0,53.8,71.8,51.5,26.1,52.4,33.3,21.6,21.6,55.2,-39,False,False,True,False
2015,Buenos Aires,F,Monaco,18.4,36.7,61.5,27.8,21.6,43.2,72.4,34.1,6.3,66.7,60.80416666666667,9.1,18.2,30.0,-79,True,False,False,True
2015,Buenos Aires,QF,Delbonis,21.1,31.6,75.0,29.5,29.2,45.8,76.5,42.5,75.0,25.0,60.80416666666667,8.3,8.3,72.7,-39,True,False,False,True
2015,Rio de Janeiro,SF,Fognini,12.1,20.9,54.1,20.4,12.5,26.8,59.2,26.1,8.0,90.3,100.0,13.8,13.8,44.0,8,True,False,False,False
2015,Rio de Janeiro,R16,Carreno,27.4,38.4,50.0,34.1,28.6,38.8,45.7,38.6,13.6,66.7,100.0,26.1,39.1,58.8,-16,True,False,False,True
2015,Rio de Janeiro,R32,Bellucci,18.6,23.3,57.6,19.8,20.7,24.1,56.5,22.4,33.3,35.7,100.0,16.7,25.0,60.0,-79,True,False,False,True
2015,Australian Open,QF,Berdych,22.0,29.3,46.6,26.3,27.9,37.7,50.0,33.8,32.1,51.5,50.0,6.7,6.7,35.7,-66,False,False,True,False
2015,Australian Open,R128,Youzhny,31.6,40.4,86.1,38.4,42.9,51.4,80.0,54.0,21.1,68.8,60.80416666666667,15.8,26.3,93.8,32,False,False,True,True
2015,Doha,R32,Berrer,13.9,27.8,63.9,22.4,16.7,27.1,65.0,29.4,47.8,28.0,50.0,8.7,30.4,61.9,-26,False,False,True,False
2014,Wimbledon,R16,Kyrgios,34.3,53.3,59.8,44.2,38.0,58.0,62.9,51.6,28.6,25.5,50.0,26.5,44.1,52.0,44,False,True,False,False
2014,Wimbledon,R32,Kukushkin,38.7,50.5,63.2,44.3,46.0,58.7,55.9,54.3,20.0,31.6,60.80416666666667,23.3,33.3,73.9,-79,False,True,False,True
2014,Wimbledon,R64,Rosol,33.6,49.2,61.5,43.6,35.4,52.1,62.9,48.1,18.2,57.7,66.7,30.4,43.5,56.3,96,False,True,False,True
2014,Halle,R16,Brown,42.6,55.3,29.6,48.9,50.0,68.8,37.5,59.4,6.7,47.1,25.0,26.7,26.7,18.2,-79,False,True,False,False
2014,Roland Garros,F,Djokovic,22.5,38.3,58.4,31.7,21.4,40.5,65.2,34.5,2.3,58.5,40.0,28.1,37.5,39.1,89,True,False,False,True
2014,Roland Garros,SF,Murray,28.8,52.5,80.0,41.9,32.6,60.9,87.1,49.3,5.3,51.9,60.80416666666667,18.2,27.3,55.6,51,True,False,False,True
2014,Roland Garros,QF,Ferrer,23.5,36.3,53.2,29.6,30.6,46.8,55.8,40.6,23.3,40.6,42.9,12.8,20.5,50.0,-41,True,False,False,True
2014,Roland Garros,R16,Lajovic,23.7,40.7,68.2,31.7,27.0,45.9,74.1,39.7,20.0,64.7,0.0,18.2,31.8,61.1,-13,True,False,False,True
2014,Roland Garros,R32,Mayer,20.5,30.1,62.5,27.0,20.3,30.5,63.8,29.5,3.8,57.6,57.1,22.7,31.8,58.8,-13,True,False,False,True
2014,Roland Garros,R64,Thiem,13.9,21.5,61.8,20.8,16.7,27.8,60.0,26.7,0.0,80.6,100.0,8.0,8.0,65.2,-79,True,False,False,True
2014,Roland Garros,R128,Ginepri,19.2,36.5,73.2,30.8,26.7,46.7,81.8,46.7,25.0,50.0,0.0,9.5,23.8,63.2,-79,True,False,False,True
2014,Rome,F,Djokovic,17.2,21.5,42.7,23.2,17.4,23.2,43.9,25.5,12.1,66.7,71.4,18.2,18.2,38.9,47,True,False,False,False
2014,Rome,SF,Dimitrov,16.4,25.5,60.9,23.6,20.0,24.4,58.3,28.9,0.0,80.0,100.0,0.0,30.0,70.0,-118,True,False,False,True
2014,Rome,QF,Murray,18.6,26.7,55.1,28.4,18.0,27.9,60.0,31.8,32.0,66.7,80.0,20.8,25.0,42.1,-19,True,False,False,True
2014,Rome,R16,Youzhny,20.2,30.3,56.0,29.5,25.3,38.7,64.3,37.6,13.8,67.4,50.0,5.0,5.0,31.6,-72,True,False,False,True
2014,Rome,R32,Simon,12.8,20.2,55.9,19.3,14.0,23.3,55.4,22.1,2.9,61.5,42.9,9.5,9.5,57.9,-22,True,False,False,True
2014,Madrid,F,Nishikori,36.4,50.9,54.5,46.0,41.9,58.1,52.0,54.2,5.0,60.9,66.7,20.0,30.0,62.5,65,True,False,False,True
2014,Madrid,SF,Bautista,21.6,33.3,62.2,29.8,20.0,37.1,64.3,32.0,11.1,82.4,100.0,30.8,30.8,55.6,157,True,False,False,True
2014,Madrid,QF,Berdych,25.9,44.4,62.5,39.8,34.1,56.1,66.7,52.4,15.0,71.4,100.0,0.0,7.7,53.8,-118,True,False,False,True
2014,Madrid,R16,Nieminen,23.5,35.3,53.8,30.6,28.9,44.7,51.9,38.4,52.9,28.6,100.0,7.7,7.7,58.3,-79,True,False,False,True
2014,Madrid,R32,Monaco,29.5,38.6,51.6,37.0,34.3,42.9,52.2,43.7,13.3,80.0,100.0,11.1,22.2,50.0,-79,True,False,False,True
2014,Barcelona,QF,Almagro,28.6,35.2,50.8,32.6,37.7,45.9,52.6,43.8,7.7,71.4,100.0,11.5,15.4,47.8,-8,True,False,False,False
2014,Barcelona,R16,Dodig,12.5,29.2,66.7,18.8,16.7,33.3,63.3,25.0,46.2,13.0,100.0,0.0,16.7,75.0,-118,True,False,False,True
2014,Barcelona,R32,Ramos,14.3,21.4,61.7,22.3,17.6,25.5,61.9,28.6,66.7,25.9,33.3,5.3,10.5,61.1,-79,True,False,False,True
2014,Monte Carlo,QF,Ferrer,15.0,21.3,47.0,21.1,20.0,30.0,50.0,29.8,20.0,73.3,75.0,7.1,7.1,42.3,-45,True,False,False,False
2014,Monte Carlo,R16,Seppi,15.6,33.3,66.7,27.3,17.2,41.4,79.2,35.5,14.3,73.3,66.7,14.3,21.4,41.7,19,True,False,False,True
2014,Monte Carlo,R32,Gabashvili,17.3,30.8,58.1,29.8,20.5,38.5,74.2,37.2,16.7,47.6,100.0,7.7,7.7,16.7,-79,True,False,False,True
2014,Miami,F,Djokovic,21.2,30.8,45.0,28.3,27.0,40.5,44.4,37.0,31.3,42.9,100.0,7.1,7.1,46.2,-45,False,False,True,False
2014,Miami,QF,Raonic,21.4,35.7,64.1,29.5,25.0,40.6,64.6,35.6,12.9,51.5,50.0,11.1,22.2,62.5,-8,False,False,True,True
2014,Miami,R16,Fognini,33.3,44.4,83.3,39.2,34.8,47.8,86.7,43.9,25.0,54.5,60.80416666666667,28.6,42.9,80.0,-79,False,False,True,True
2014,Miami,R32,Istomin,17.1,48.6,69.0,30.0,17.9,50.0,65.2,33.9,15.4,66.7,50.0,14.3,42.9,83.3,-79,False,False,True,True
2014,Miami,R64,Hewitt,17.5,30.0,78.8,24.0,16.0,32.0,76.2,26.4,8.3,76.9,60.80416666666667,20.0,26.7,83.3,-79,False,False,True,True
2014,Indian Wells,R32,Dolgopolov,18.4,32.2,57.1,26.1,23.6,43.6,61.9,35.8,33.3,25.8,66.7,9.7,12.9,50.0,-32,False,False,True,False
2014,Indian Wells,R64,Stepanek,24.7,38.3,66.0,35.4,32.7,50.0,74.3,49.4,28.0,29.6,0.0,14.3,23.8,50.0,-4,False,False,True,True
2014,Rio de Janeiro,F,Dolgopolov,35.3,47.1,54.5,44.0,44.2,60.5,62.5,57.9,17.6,42.3,33.3,20.0,24.0,45.0,-79,True,False,False,True
2014,Rio de Janeiro,SF,Andujar,19.0,36.4,54.3,30.2,23.6,51.4,63.6,42.5,31.0,60.5,37.5,13.3,15.6,41.0,17,True,False,False,True
2014,Rio de Janeiro,QF,Sousa,21.3,29.8,61.8,31.1,28.1,34.4,60.9,42.5,8.3,50.0,50.0,8.3,25.0,63.6,-45,True,False,False,True
2014,Rio de Janeiro,R16,Montanes,19.6,29.4,53.8,27.1,21.2,33.3,53.8,32.7,0.0,77.8,100.0,18.8,25.0,53.8,65,True,False,False,True
2014,Rio de Janeiro,R32,Gimeno,13.1,19.7,69.2,15.9,17.1,20.0,72.4,22.0,0.0,66.7,100.0,8.0,20.0,65.2,-33,True,False,False,True
2014,Australian Open,F,Wawrinka,22.2,31.5,43.8,27.4,25.0,36.9,46.0,31.7,30.8,33.3,50.0,15.0,15.0,35.3,25,False,False,True,False
2014,Australian Open,SF,Federer,25.6,31.4,65.1,29.9,30.4,39.3,61.5,37.0,0.0,48.5,100.0,17.2,17.2,70.8,-29,False,False,True,True
2014,Australian Open,QF,Dimitrov,22.6,31.5,67.4,29.5,23.9,34.8,64.3,33.3,7.9,53.7,50.0,24.0,28.0,78.9,88,False,False,True,True
2014,Australian Open,R16,Nishikori,34.7,43.5,47.5,39.2,44.3,55.7,57.1,50.7,25.0,10.4,0.0,11.4,14.3,32.3,-37,False,False,True,True
2014,Australian Open,R32,Monfils,24.1,35.4,65.0,30.1,30.2,41.5,59.5,39.2,29.2,48.3,0.0,11.5,23.1,73.9,-79,False,False,True,True
2014,Australian Open,R64,Kokkinakis,37.8,52.7,62.2,47.2,47.3,63.6,65.5,59.8,19.2,51.7,100.0,11.1,22.2,56.3,-2,False,False,True,True
2014,Australian Open,R128,Tomic,50.0,61.5,58.3,56.2,68.8,81.3,60.0,78.8,28.6,55.6,60.80416666666667,22.2,33.3,57.1,72,False,False,True,True
2014,Doha,F,Monfils,20.7,36.6,69.2,30.2,22.6,41.9,64.6,35.2,47.4,51.2,75.0,15.0,20.0,82.4,-79,False,False,True,True
2014,Doha,SF,Gojowczyk,30.6,34.7,50.0,37.6,45.7,52.2,56.0,56.7,36.8,22.2,0.0,4.2,4.2,43.5,-76,False,False,True,True
2014,Doha,QF,Gulbis,19.4,34.7,55.2,27.2,19.0,36.2,55.3,28.6,28.0,30.3,100.0,21.4,28.6,54.5,-79,False,False,True,True
2014,Doha,R16,Kamke,28.3,43.5,59.1,38.2,33.3,49.3,58.7,46.5,35.7,51.2,50.0,13.0,26.1,60.0,-79,False,False,True,True
2014,Doha,R32,Rosol,23.7,35.5,56.4,29.7,23.5,39.2,56.4,32.5,27.3,62.1,75.0,27.3,31.8,56.3,103,False,False,True,True
2013,Tour Finals,F,Djokovic,31.1,31.1,39.5,34.1,35.6,35.6,34.5,39.6,42.9,54.2,57.1,25.0,25.0,55.6,88,False,False,True,False
2013,Tour Finals,SF,Federer,28.6,39.3,62.5,33.9,27.9,41.9,64.5,34.9,4.2,52.6,50.0,30.8,30.8,55.6,-79,False,False,True,True
2013,Paris,SF,Ferrer,20.3,27.1,50.0,28.8,22.5,32.5,61.3,35.0,50.0,31.8,25.0,16.7,16.7,26.7,-79,False,False,True,False
2013,Paris,QF,Gasquet,33.3,46.2,60.0,38.7,52.2,65.2,45.5,61.3,30.0,53.8,60.80416666666667,6.7,20.0,71.4,-79,False,False,True,True
2013,Shanghai,SF,del,13.4,26.9,53.7,19.6,12.8,27.7,48.8,21.5,15.0,55.6,50.0,18.8,31.3,69.2,47,False,False,True,False
2013,Shanghai,R32,Dolgopolov,43.8,56.3,61.5,50.0,50.0,65.0,65.0,57.5,17.6,65.2,60.80416666666667,14.3,14.3,50.0,19,False,False,True,True
2013,Beijing,F,Djokovic,36.7,41.7,44.4,41.2,41.0,48.7,65.2,47.9,55.0,47.4,25.0,31.6,31.6,7.7,65,False,False,True,False
2013,Beijing,QF,Fognini,21.5,27.8,45.0,25.4,32.0,42.0,44.1,38.2,5.6,68.8,20.0,3.7,3.7,46.2,-80,False,False,True,True
2013,Davis Cup,RR,Stakhovsky,32.2,40.7,68.4,38.6,35.6,44.4,65.5,44.0,14.3,54.2,0.0,25.0,33.3,77.8,118,False,False,True,True
2013,US Open,F,Djokovic,14.9,18.2,55.9,20.5,16.9,22.1,57.8,25.7,15.2,27.3,50.0,11.6,11.6,52.6,-45,False,False,True,True
2013,US Open,SF,Gasquet,20.0,34.7,64.0,29.7,23.9,38.8,68.6,37.6,13.3,24.3,50.0,11.1,25.9,54.2,-25,False,False,True,True
2013,US Open,QF,Robredo,23.7,37.3,68.9,30.5,36.1,58.3,78.3,47.2,20.0,76.2,60.80416666666667,4.3,4.3,59.1,-79,False,False,True,True
2013,Cincinnati,F,Isner,29.9,44.2,75.0,38.2,31.6,45.6,74.4,42.8,16.7,33.3,0.0,27.8,44.4,76.9,72,False,False,True,True
2013,Cincinnati,SF,Berdych,28.7,41.3,66.7,37.6,33.9,46.4,62.2,46.6,11.5,53.3,50.0,22.2,38.9,78.6,65,False,False,True,True
2013,Cincinnati,QF,Federer,26.6,37.2,60.3,34.3,27.9,36.8,63.3,38.5,10.0,86.8,60.80416666666667,24.0,40.0,52.6,-21,False,False,True,True
2013,Canada,F,Raonic,45.0,50.0,68.2,50.5,39.3,46.4,64.7,47.1,16.7,43.8,100.0,58.3,58.3,80.0,-79,False,False,True,True
2013,Canada,SF,Djokovic,26.6,31.9,55.9,30.5,31.3,38.8,56.5,36.9,14.8,17.5,66.7,15.4,15.4,54.5,-23,False,False,True,True
2013,Wimbledon,R128,Darcis,20.2,28.6,53.3,29.0,21.3,32.5,55.6,34.4,17.1,48.9,40.0,19.4,22.2,48.3,37,False,True,False,False
2013,Roland Garros,F,Ferrer,24.1,31.0,51.6,28.4,27.9,36.1,59.1,33.9,55.2,71.9,83.3,16.7,20.8,35.0,37,True,False,False,True
2013,Roland Garros,SF,Djokovic,20.6,29.4,61.0,29.2,22.2,34.3,61.9,34.9,31.6,51.0,71.4,18.8,20.8,59.0,10,True,False,False,True
2013,Rome,F,Federer,31.0,31.0,60.7,31.0,40.0,40.0,50.0,40.0,0.0,64.7,100.0,9.1,9.1,80.0,-26,True,False,False,True
2013,Rome,SF,Berdych,22.2,48.9,77.1,33.6,22.9,48.6,70.4,37.4,18.8,68.4,100.0,20.0,50.0,100.0,-79,True,False,False,True
2013,Madrid,F,Wawrinka,29.5,40.9,80.0,39.3,34.5,51.7,84.2,49.3,9.1,55.6,60.80416666666667,21.4,21.4,72.7,22,True,False,False,True
2013,Madrid,SF,Andujar,30.4,45.7,70.0,38.5,28.6,46.4,70.0,41.8,7.1,35.7,50.0,37.5,50.0,70.0,89,True,False,False,True
2013,Barcelona,F,Almagro,16.1,21.0,57.7,24.4,20.5,27.3,62.9,32.0,5.0,58.3,0.0,5.6,5.6,47.1,-79,True,False,False,True
2013,Monte Carlo,F,Djokovic,16.0,22.7,39.6,22.7,20.4,28.6,43.6,30.6,40.9,63.0,62.5,12.5,18.8,28.6,4,True,False,False,False
2013,Monte Carlo,SF,Tsonga,21.9,31.3,60.0,25.2,21.6,27.5,62.5,25.7,5.3,68.8,80.0,23.1,46.2,50.0,-79,True,False,False,True
2013,Indian Wells,F,del,15.4,23.1,64.6,20.8,22.4,34.7,57.9,31.0,34.8,65.4,60.80416666666667,3.6,3.6,74.1,-80,False,False,True,True
2013,Indian Wells,SF,Berdych,25.0,37.5,54.7,32.9,28.0,46.0,58.3,39.4,26.3,51.6,66.7,19.0,19.0,47.1,-10,False,False,True,True
2013,Indian Wells,QF,Federer,28.8,44.2,60.0,33.8,34.3,45.7,65.2,41.7,15.4,72.7,50.0,20.0,46.7,50.0,76,False,False,True,True
2013,Acapulco,F,Ferrer,23.3,32.6,65.6,28.4,35.7,42.9,72.2,43.6,13.3,46.2,100.0,0.0,14.3,57.1,-118,False,False,True,True
2013,Sao Paulo,F,Nalbandian,20.7,32.8,52.4,28.1,22.9,37.1,55.6,35.1,36.8,43.8,0.0,21.1,31.6,46.7,73,True,False,False,True
2013,Santiago,F,Zeballos,26.4,36.8,61.0,33.4,29.5,42.3,63.6,39.0,30.3,20.0,20.0,18.5,22.2,54.5,-25,True,False,False,False
2012,Wimbledon,R64,Rosol,46.0,56.8,52.1,51.6,54.3,68.1,53.5,62.4,25.0,42.6,0.0,30.2,34.9,50.0,-12,False,True,False,False
2012,Roland Garros,F,Djokovic,17.8,21.2,51.1,19.6,25.3,29.3,48.2,28.1,13.5,28.9,75.0,5.0,7.5,55.3,-67,True,False,False,True
2012,Roland Garros,SF,Ferrer,23.1,33.8,67.3,32.2,33.3,51.3,76.9,48.5,65.0,36.8,60.80416666666667,8.0,8.0,56.5,-33,True,False,False,True
2012,Rome,F,Djokovic,15.9,20.3,56.9,19.1,17.1,22.0,61.8,22.4,31.3,36.0,75.0,14.3,17.9,50.0,-79,True,False,False,True
2012,Rome,SF,Ferrer,25.3,34.7,55.4,30.8,32.1,45.3,63.9,39.8,17.4,66.7,85.7,9.1,9.1,40.0,-79,True,False,False,True
2012,Barcelona,F,Ferrer,18.9,26.7,52.9,24.1,23.7,35.6,51.1,31.7,17.4,69.4,70.0,10.7,10.7,56.0,-12,True,False,False,True
2012,Monte Carlo,F,Djokovic,31.6,39.5,64.0,35.5,38.5,50.0,75.0,44.2,63.6,20.0,60.80416666666667,18.2,18.2,44.4,47,True,False,False,True
2012,Monte Carlo,SF,Simon,23.1,27.7,64.6,26.3,27.0,35.1,63.0,32.7,70.6,15.0,33.3,19.2,19.2,66.7,29,True,False,False,True
2012,Indian Wells,SF,Federer,16.1,17.9,46.7,18.0,20.0,22.5,46.9,22.7,0.0,54.5,50.0,7.1,7.1,46.2,-49,False,False,True,False
2012,Australian Open,F,Djokovic,27.6,35.0,45.1,31.4,32.9,41.3,45.8,38.3,18.0,34.1,63.6,16.4,21.8,43.5,24,False,False,True,False
2012,Australian Open,SF,Federer,25.4,31.0,55.8,32.0,23.9,31.2,57.8,32.5,4.3,54.0,62.5,32.3,32.3,47.6,-32,False,False,True,True
2012,Australian Open,QF,Berdych,23.2,36.6,59.8,32.1,25.7,43.6,68.0,38.2,17.5,55.7,50.0,17.9,20.5,40.6,-5,False,False,True,True
2011,Tour Finals,RR,Federer,19.5,24.4,33.3,22.0,20.0,26.7,33.3,23.3,6.3,85.7,100.0,18.2,18.2,33.3,-79,False,False,True,False
2011,Tokyo,F,Murray,13.0,16.9,44.8,17.3,15.1,20.8,33.3,21.3,35.0,48.5,33.3,8.3,8.3,68.2,-79,False,False,True,False
2011,Davis Cup,RR,Tsonga,46.3,53.7,79.3,51.3,51.4,60.0,88.2,59.1,18.8,52.6,60.80416666666667,36.8,42.1,66.7,-79,False,False,True,True
2011,Davis Cup,RR,Gasquet,21.4,39.3,76.2,28.9,29.4,47.1,70.8,41.8,21.4,85.0,60.80416666666667,10.0,30.0,83.3,-18,False,False,True,True
2011,US Open,F,Djokovic,15.6,20.6,40.5,17.9,20.8,25.0,39.5,24.2,32.6,50.9,62.5,4.8,11.9,42.5,-69,False,False,True,False
2011,US Open,SF,Murray,20.7,29.7,58.1,26.9,28.8,41.1,59.6,38.2,47.1,38.5,50.0,5.6,8.3,55.9,-59,False,False,True,True
2011,US Open,QF,Roddick,29.9,43.3,65.2,36.0,40.0,55.6,74.1,49.1,21.1,76.9,50.0,9.5,19.0,52.6,-18,False,False,True,True
