year,tourney,round,opponent,avg speed,1st: avg,1st: stdev,1st: t avg,1st: wide avg,1st: max,1st: min,2nd: avg,2nd: stdev,2nd: t avg,2nd: wide avg,2nd: max,2nd: min,surface_clay,surface_grass,surface_hard,result_W
2015,US Open,R128,Marchenko,100.3,107.7,15.5,,,128.0,74.0,91.1,5.3,,,103.0,82.0,False,False,True,False
2015,Wimbledon,R32,Simon,114.1,119.3,8.2,,,135.0,96.0,100.9,5.0,,,111.0,92.0,False,True,False,False
2015,Wimbledon,R64,Mannarino,113.3,120.8,10.0,,,134.0,96.0,101.3,6.1,,,124.0,91.0,False,True,False,True
2015,Wimbledon,R128,Carreno,110.4,116.8,9.4,,,132.0,93.0,98.0,5.1,,,109.0,88.0,False,True,False,True
2015,Roland Garros,R16,Federer,110.3,117.9,7.8,,,134.0,99.0,95.7,5.5,,,109.0,80.0,True,False,False,False
2015,Roland Garros,R32,Cuevas,110.2,117.1,9.0,,,134.0,82.0,95.3,4.5,,,105.0,86.0,True,False,False,True
2015,Roland Garros,R64,Schwartzman,110.1,115.6,11.5,,,134.0,63.0,95.8,6.4,,,111.0,80.0,True,False,False,True
2015,Roland Garros,R128,Roger-Vasselin,108.3,116.5,10.3,,,134.0,86.0,93.1,5.0,,,102.0,78.0,True,False,False,True
2015,Australian Open,R64,Janowicz,110.1,116.0,8.3,,,133.0,100.0,97.3,4.4,,,107.0,89.0,False,False,True,False
2015,Australian Open,R128,Pouille,112.3,118.1,8.6,,,134.0,95.0,98.5,6.6,,,118.0,79.0,False,False,True,True
2014,US Open,QF,Federer,109.1,114.3,9.2,,,137.0,94.0,98.5,5.7,,,111.0,87.0,False,False,True,False
2014,US Open,R16,Dimitrov,111.3,116.6,8.5,,,137.0,94.0,99.6,5.1,,,111.0,89.0,False,False,True,True
2014,US Open,R32,Gasquet,111.2,118.5,7.4,,,134.0,102.0,98.6,6.7,,,112.0,87.0,False,False,True,True
2014,US Open,R64,Gonzalez,105.3,111.5,11.7,,,130.0,91.0,97.8,6.2,,,109.0,87.0,False,False,True,True
2014,US Open,R128,Donaldson,111.5,119.2,12.8,,,137.0,66.0,101.7,7.5,,,128.0,84.0,False,False,True,True
2014,Wimbledon,R64,Vesely,107.2,109.9,9.1,,,127.0,93.0,99.8,9.6,,,127.0,64.0,False,True,False,False
2014,Wimbledon,R128,Jaziri,113.6,116.9,9.0,,,135.0,103.0,103.9,7.8,,,116.0,93.0,False,True,False,True
2014,Roland Garros,QF,Murray,103.9,106.4,9.9,,,128.0,83.0,95.0,6.8,,,106.0,82.0,True,False,False,False
2014,Roland Garros,R16,Garcia,108.8,117.6,8.8,,,132.0,98.0,93.5,6.3,,,102.0,83.0,True,False,False,True
2014,Roland Garros,R32,Fognini,100.8,102.0,14.2,,,132.0,80.0,95.9,5.0,,,105.0,86.0,True,False,False,True
2014,Roland Garros,R64,Struff,104.5,108.7,14.6,,,130.0,79.0,96.2,6.9,,,111.0,67.0,True,False,False,True
2014,Roland Garros,R128,Hanescu,108.8,117.5,9.2,,,134.0,91.0,93.9,6.1,,,105.0,81.0,True,False,False,True
2014,Australian Open,R32,Nadal,111.9,,,,,134.0,,,,,,,84.0,False,False,True,False
2014,Australian Open,R64,Sock,107.9,,,,,132.0,,,,,,,80.0,False,False,True,True
2014,Australian Open,R128,Harrison,110.8,,,,,136.0,,,,,,,85.0,False,False,True,True
2013,US Open,R64,Isner,99.3,,,,,125.0,,,,,,,74.0,False,False,True,False
2013,US Open,R128,Ungur,99.6,,,,,111.0,,,,,,,76.0,False,False,True,True
2013,Roland Garros,R32,Robredo,101.1,,,,,131.0,,,,,,,62.0,True,False,False,False
2013,Roland Garros,R64,Gulbis,108.0,,,,,134.0,,,,,,,81.0,True,False,False,True
2013,Roland Garros,R128,Berdych,111.9,,,,,134.0,,,,,,,74.0,True,False,False,True
2013,Australian Open,R32,Simon,102.3,,,,,127.0,,,,,,,83.0,False,False,True,False
2013,Australian Open,R64,Lu,109.9,,,,,134.0,,,,,,,86.0,False,False,True,True
2013,Australian Open,R128,Dolgopolov,112.6,,,,,134.0,,,,,,,83.0,False,False,True,True
2012,Australian Open,R32,Kukushkin,95.0,,,,,123.0,,,,,,,74.0,False,False,True,False
2012,Australian Open,R64,Bellucci,102.4,,,,,130.0,,,,,,,82.0,False,False,True,True
2012,Australian Open,R128,Matosevic,98.6,,,,,132.0,,,,,,,62.0,False,False,True,True
2011,US Open,R64,Ferrero,107.2,114.5,9.2,,,135.0,97.0,97.4,6.0,,,113.0,86.0,False,False,True,False
2011,US Open,R128,Dimitrov,103.2,108.9,8.4,,,132.0,89.0,95.0,6.2,,,108.0,84.0,False,False,True,True
2011,Wimbledon,R32,Kubot,111.6,117.2,8.9,,,134.0,101.0,100.4,6.0,,,115.0,87.0,False,True,False,False
2011,Roland Garros,QF,Federer,108.3,113.4,11.2,,,133.0,61.0,95.7,7.4,,,108.0,67.0,True,False,False,False
2011,Roland Garros,R16,Ferrer,118.1,122.2,7.3,,,135.0,105.0,103.0,6.3,,,116.0,90.0,True,False,False,True
2011,Roland Garros,R32,Darcis,106.9,113.3,12.8,,,132.0,61.0,94.8,5.5,,,107.0,85.0,True,False,False,True
2011,Roland Garros,R64,Rufin,109.7,118.7,10.1,,,133.0,94.0,99.0,4.7,,,111.0,92.0,True,False,False,True
2011,Roland Garros,R128,Phau,103.9,110.7,12.5,,,128.0,78.0,95.7,8.2,,,108.0,74.0,True,False,False,True
2011,Australian Open,R32,Wawrinka,103.6,110.2,11.1,,,131.0,82.0,93.5,6.3,,,108.0,79.0,False,False,True,False
2011,Australian Open,R64,Gil,105.9,111.0,8.6,,,127.0,92.0,93.9,9.8,,,131.0,82.0,False,False,True,True
2011,Australian Open,R128,De,103.8,109.2,8.2,,,126.0,89.0,93.4,4.7,,,103.0,82.0,False,False,True,True
